cast_row_id,movie_id,person_id,actor_name,character_name,cast_order
12375,36648,7489,Parker Posey,Danica Talos,5
12376,36648,10871,Natasha Lyonne,Sommerfield,6
12377,36648,1736,James Remar,Ray Cumberland,7
12378,36648,8265,John Michael Higgins,Dr. Edgar Vance,8
12379,36648,10872,Patton Oswalt,Hedges,9
12380,9342,3131,Antonio Banderas,Alejandro Murrieta / Zorro,0
12381,9342,4173,Anthony Hopkins,Don Diego de la Vega / Zorro,1
12382,9342,1922,Catherine Zeta-Jones,Elena Montero / Elena Murrieta,2
12383,9342,14344,Stuart Wilson,Don Rafael Montero,3
12384,9342,28414,Matt Letscher,Capt. Harrison Love,4
12385,9342,8262,L.Q. Jones,Three-Fingered Jack,5
12386,9342,57374,Diego Sieres,Young Joaquín Murrieta,6
12387,9342,80494,José María de Tavira,Young Alejandro Murrieta,7
12388,9342,34842,Tony Amendola,Don Luiz,8
12389,9342,1077815,Emiliano Guerra,Boy Crying,9
12390,1369,16483,Sylvester Stallone,John J. Rambo,0
12391,1369,16554,Richard Crenna,Col. Samuel Trautman,1
12392,1369,16119,Charles Napier,Marshall Murdock,2
12393,1369,782,Steven Berkoff,Lt. Col. Podovsky,3
12394,1369,16578,Julia Nickson,Co Bao,4
12395,1369,56117,Martin Kove,Ericson,5
12396,1369,16580,George Cheung,Capt Vinh,6
12397,1369,16581,Andy Wood,Banks,7
12398,1369,16582,William Ghent,Capt. Vinh,8
12399,1369,16583,Vojislav Govedarica,Sgt. Yushin,9
12400,9297,51583,Mitchel Musso,DJ (voice),0
12401,9297,57191,Sam Lerner,Chowder (voice),1
12402,9297,57192,Spencer Locke,Jenny (voice),2
12403,9297,884,Steve Buscemi,Nebbercracker (voice),3
12404,9297,1579,Maggie Gyllenhaal,Zee (voice),4
12405,9297,32895,Kevin James,Officer Landers (voice),5
12406,9297,36811,Nick Cannon,Officer Lister (voice),6
12407,9297,53926,Jon Heder,"Reginald ""Skull"" Skulinski (voice)",7
12408,9297,11662,Jason Lee,Bones (voice),8
12409,9297,11514,Catherine O'Hara,Mom (voice),9
12410,613,2310,Bruno Ganz,Adolf Hitler,0
12411,613,5644,Alexandra Maria Lara,Traudl Junge,1
12412,613,680,Corinna Harfouch,Magda Goebbels,2
12413,613,8796,Ulrich Matthes,Joseph Goebbels,3
12414,613,8797,Juliane Köhler,Eva Braun,4
12415,613,1086,Heino Ferch,Albert Speer,5
12416,613,7803,Christian Berkel,Prof. Dr. Ernst-Günter Schenck,6
12417,613,3491,Thomas Kretschmann,SS-Gruppenführer Hermann Fegelein,7
12418,613,8799,Ulrich Noethen,Reichsführer SS Heinrich Himmler,8
12419,613,8800,Birgit Minichmayr,Gerda Christian,9
12420,22954,192,Morgan Freeman,Nelson Mandela,0
12421,22954,1892,Matt Damon,Francois Pienaar,1
12422,22954,2606,Tony Kgoroge,Jason Tshabalala,2
12423,22954,63136,Patrick Mofokeng,Linga Moonsamy,3
12424,22954,109649,Matt Stern,Hendrick Booyens,4
12425,22954,109650,Julian Lewis Jones,Etienne Feyder,5
12426,22954,109651,Adjoa Andoh,Brenda Mazibuko,6
12427,22954,109652,Marguerite Wheatley,Nerine,7
12428,22954,2609,Leleti Khumalo,Mary,8
12429,22954,109653,Patrick Lyster,Mr. Pienaar,9
12430,71679,63,Milla Jovovich,Alice,0
12431,71679,7055,Sienna Guillory,Jill Valentine,1
12432,71679,17647,Michelle Rodriguez,Rain,2
12433,71679,90455,Aryana Engineer,Becky,3
12434,71679,109432,Li Bingbing,Ada Wong,4
12435,71679,80758,Boris Kodjoe,Luther West,5
12436,71679,101017,Johann Urb,Leon S. Kennedy,6
12437,71679,222910,Robin Kasyanov,Sergei,7
12438,71679,79072,Kevin Durand,Barry Burton,8
12439,71679,1095911,Ofilio Portillo,Tony,9
12440,146216,62,Bruce Willis,Frank Moses,0
12441,146216,6949,John Malkovich,Marvin Boggs,1
12442,146216,18248,Mary-Louise Parker,Sarah Ross,2
12443,146216,229557,Dan Jeannotte,Young FBI Agent,3
12444,146216,4173,Anthony Hopkins,Bailey,4
12445,146216,15735,Helen Mirren,Victoria,5
12446,146216,1922,Catherine Zeta-Jones,Katja,6
12447,146216,25002,Lee Byung-hun,Han Cho Bai,7
12448,146216,11207,David Thewlis,The Frog,8
12449,146216,1248,Brian Cox,Ivan,9
12450,911430,287,Brad Pitt,Sonny Hayes,0
12451,911430,1837297,Damson Idris,Joshua Pearce,1
12452,911430,3810,Javier Bardem,Ruben Cervantes,2
12453,911430,62105,Kerry Condon,Kate McKenna,3
12454,911430,10920,Tobias Menzies,Peter Banning,4
12455,911430,3398,Kim Bodnia,Kaspar Smolinski,5
12456,911430,65447,Sarah Niles,Bernadette,6
12457,911430,1221073,Will Merrick,Nickleby,7
12458,911430,1477143,Joseph Balderrama,Fazio,8
12459,911430,58431,Abdul Salis,Dodge,9
12460,912649,2524,Tom Hardy,Eddie Brock / Venom,0
12461,912649,5294,Chiwetel Ejiofor,Strickland,1
12462,912649,36594,Juno Temple,Dr. Teddy Paine,2
12463,912649,7026,Rhys Ifans,Martin,3
12464,912649,1115,Stephen Graham,Detective Mulligan,4
12465,912649,2141479,Peggy Lu,Mrs. Chen,5
12466,912649,1861573,Clark Backo,Sadie,6
12467,912649,10402,Alanna Ubach,Nova,7
12468,912649,2627590,Cristo Fernández,Barman,8
12469,912649,1011019,Jared Abrahamson,Captain Forrest,9
12470,7340,5606,Sissy Spacek,Carrie,0
12471,7340,6721,Piper Laurie,Margaret White,1
12472,7340,27563,Amy Irving,Sue Snell,2
12473,7340,45415,William Katt,Tommy Ross,3
12474,7340,8891,John Travolta,Billy Nolan,4
12475,7340,44038,Nancy Allen,Chris Hargenson,5
12476,7340,52462,Betty Buckley,Miss Collins,6
12477,7340,15500,P. J. Soles,Norma,7
12478,7340,11793,Priscilla Pointer,Mrs. Snell,8
12479,7340,7085,Sydney Lassick,Mr. Fromm,9
12480,9837,5576,Val Kilmer,Moses (voice),0
12481,9837,5469,Ralph Fiennes,Rameses (voice),1
12482,9837,1160,Michelle Pfeiffer,Tzipporah (voice),2
12483,9837,18277,Sandra Bullock,Miriam (voice),3
12484,9837,4785,Jeff Goldblum,Aaron (voice),4
12485,9837,2047,Danny Glover,Jethro (voice),5
12486,9837,2387,Patrick Stewart,Seti (voice),6
12487,9837,15735,Helen Mirren,Queen (voice),7
12488,9837,67773,Steve Martin,Hotep (voice),8
12489,9837,519,Martin Short,Huy (voice),9
12490,653346,1586047,Owen Teague,Noa,0
12491,653346,2146942,Freya Allan,Nova / Mae,1
12492,653346,79072,Kevin Durand,Proximus Caesar,2
12493,653346,1444816,Peter Macon,Raka,3
12494,653346,3905,William H. Macy,Trevathan,4
12495,653346,966554,Eka Darville,Sylva,5
12496,653346,1394427,Travis Jeffery,Anaya,6
12497,653346,2435321,Lydia Peckham,Soona,7
12498,653346,136295,Neil Sandilands,Koro,8
12499,653346,3757983,Ras-Samuel Welda'abzgi,Lightning,9
12500,4964,19274,Seth Rogen,Ben Stone,0
12501,4964,25541,Katherine Heigl,Alison Scott,1
12502,4964,22226,Paul Rudd,Pete,2
12503,4964,41087,Leslie Mann,Debbie,3
12504,4964,41088,Jason Segel,Jason,4
12505,4964,449,Jay Baruchel,Jay,5
12506,4964,21007,Jonah Hill,Jonah,6
12507,4964,41089,Martin Starr,Martin,7
12508,4964,93285,Lo Mutuc,Jodi,8
12509,4964,963429,Iris Apatow,Charlotte,9
12510,1924,20006,Christopher Reeve,Superman / Clark Kent,0
12511,1924,20011,Margot Kidder,Lois Lane,1
12512,1924,193,Gene Hackman,Lex Luthor,2
12513,1924,3084,Marlon Brando,Jor-El,3
12514,1924,13726,Ned Beatty,Otis,4
12515,1924,55278,Jackie Cooper,Perry White,5
12516,1924,3381,Glenn Ford,Pa Kent,6
12517,1924,12726,Trevor Howard,1st Elder,7
12518,1924,41224,Jack O'Halloran,Non,8
12519,1924,26483,Valerie Perrine,Eve Teschmacher,9
12520,725201,30614,Ryan Gosling,Six,0
12521,725201,16828,Chris Evans,Lloyd Hansen,1
12522,725201,224513,Ana de Armas,Dani Miranda,2
12523,725201,879,Billy Bob Thornton,Fitzroy,3
12524,725201,1202689,Jessica Henwick,Suzanne Brewer,4
12525,725201,550165,Dhanush,Avik San,5
12526,725201,1981,Alfre Woodard,Margaret Cahill,6
12527,725201,1628687,Regé-Jean Page,Carmichael,7
12528,725201,52583,Wagner Moura,Laszlo Sosa,8
12529,725201,1651362,Julia Butters,Claire,9
12530,20766,110,Viggo Mortensen,Father,0
12531,20766,113505,Kodi Smit-McPhee,Boy,1
12532,20766,6885,Charlize Theron,Mother,2
12533,20766,3087,Robert Duvall,Old Man - Eli,3
12534,20766,529,Guy Pearce,Veteran,4
12535,20766,27125,Molly Parker,Friendly Woman,5
12536,20766,39390,Michael Kenneth Williams,The Thief,6
12537,20766,39520,Garret Dillahunt,Gang Member,7
12538,20766,113506,Bob Jennings,Bearded Man,8
12539,20766,963745,Buddy Sosthand,Archer,9
12540,1272,2037,Cillian Murphy,Capa,0
12541,1272,9827,Rose Byrne,Cassie,1
12542,1272,16828,Chris Evans,Mace,2
12543,1272,1620,Michelle Yeoh,Corazon,3
12544,1272,7248,Cliff Curtis,Searle,4
12545,1272,9195,Hiroyuki Sanada,Kaneda,5
12546,1272,31711,Troy Garity,Harvey,6
12547,1272,30082,Benedict Wong,Trey,7
12548,1272,2983,Mark Strong,Pinbacker,8
12549,1272,24618,Paloma Baeza,Capa's Sister,9
12550,9798,2888,Will Smith,Robert Clayton Dean,0
12551,9798,193,Gene Hackman,Brill,1
12552,9798,10127,Jon Voight,Reynolds,2
12553,9798,9788,Regina King,Carla Dean,3
12554,9798,11628,Loren Dean,Hicks,4
12555,9798,28410,Jake Busey,Krug,5
12556,9798,12834,Barry Pepper,Pratt,6
12557,9798,11662,Jason Lee,Daniel Zavitz,7
12558,9798,5168,Gabriel Byrne,'Brill',8
12559,9798,3232,Lisa Bonet,Rachel Banks,9
12560,276907,2524,Tom Hardy,Ronald Kray / Reginald Kray,0
12561,276907,70456,Emily Browning,Frances Shea,1
12562,276907,2040,Christopher Eccleston,Leonard 'Nipper' Read,2
12563,276907,11207,David Thewlis,Leslie Payne,3
12564,276907,1303037,Taron Egerton,Mad Teddy Smith,4
12565,276907,9046,Chazz Palminteri,Angelo Bruno,5
12566,276907,228866,Colin Morgan,Frank Shea,6
12567,276907,6162,Paul Bettany,Charlie Richardson,7
12568,276907,47615,Tara Fitzgerald,Elsie Shea,8
12569,276907,220448,Paul Anderson,Albert Donoghue,9
12570,1587,85,Johnny Depp,Gilbert Grape,0
12571,1587,6193,Leonardo DiCaprio,Arnie Grape,1
12572,1587,3196,Juliette Lewis,Becky,2
12573,1587,2453,Mary Steenburgen,Betty Carver,3
12574,1587,17768,Darlene Cates,Momma,4
12575,1587,17769,Laura Harrington,Amy Grape,5
12576,1587,8184,Mary Kate Schellhardt,Ellen Grape,6
12577,1587,17770,Kevin Tighe,Mr. Carver,7
12578,1587,4764,John C. Reilly,Tucker Van Dyke,8
12579,1587,1064,Crispin Glover,Bobby McBurney,9
12580,49524,1229,Jeff Bridges,Roy Pulsipher,0
12581,49524,10859,Ryan Reynolds,Nick Walker,1
12582,49524,4724,Kevin Bacon,Bobby Hayes,2
12583,49524,18248,Mary-Louise Parker,Proctor,3
12584,49524,121953,Stephanie Szostak,Julia,4
12585,49524,17343,Robert Knepper,Nawlicki,5
12586,49524,20904,James Hong,Nick's Avatar / Jerry Chen,6
12587,49524,209197,Marisa Miller,Roy's Avatar,7
12588,49524,87192,Mike O'Malley,Elliot,8
12589,49524,11516,Devin Ratray,Pulaski,9
12590,86838,72466,Colin Farrell,Marty Faranan,0
12591,86838,6807,Sam Rockwell,Billy Bickle,1
12592,86838,57755,Woody Harrelson,Charlie Costello,2
12593,86838,4690,Christopher Walken,Hans Kieslowski,3
12594,86838,18182,Olga Kurylenko,Angela,4
12595,86838,2887,Tom Waits,Zachariah Rigby,5
12596,86838,37260,Abbie Cornish,Kaya,6
12597,86838,72873,Michael Stuhlbarg,Tommy,7
12598,86838,18472,Kevin Corrigan,Dennis,8
12599,86838,6752,Željko Ivanek,Paolo,9
12600,7555,16483,Sylvester Stallone,John Rambo,0
12601,7555,35551,Julie Benz,Sarah,1
12602,7555,12793,Matthew Marsden,School Boy,2
12603,7555,95047,Graham McTavish,Lewis,3
12604,7555,52946,Reynaldo Gallegos,Diaz,4
12605,7555,52947,Tim Kang,En-Joo,5
12606,7555,52409,Jake La Botz,Reese,6
12607,7555,1816649,Maung Maung Khin,Tint,7
12608,7555,36189,Paul Schulze,Michael Burnett,8
12609,7555,97551,Cameron Pearson,Jeff,9
12610,588228,73457,Chris Pratt,Dan Forester,0
12611,588228,63312,Yvonne Strahovski,Colonel Muri Forester,1
12612,588228,18999,J.K. Simmons,James Forester,2
12613,588228,92572,Betty Gilpin,Emmy Forester,3
12614,588228,1429453,Sam Richardson,Charlie,4
12615,588228,56679,Edwin Hodge,Dorian,5
12616,588228,1922248,Jasmine Mathews,Lt. Hart,6
12617,588228,2072566,Ryan Kiera Armstrong,Young Muri Forester,7
12618,588228,1442955,Keith Powers,Major Greenwood,8
12619,588228,25884,Mary Lynn Rajskub,Norah,9
12620,249164,56734,Chloë Grace Moretz,Mia Hall,0
12621,249164,221985,Jamie Blackley,Adam Wilde,1
12622,249164,60458,Liana Liberato,Kim Schein,2
12623,249164,175826,Mireille Enos,Kat Hall,3
12624,249164,26852,Joshua Leonard,Denny Hall,4
12625,249164,825,Stacy Keach,Gramps,5
12626,249164,58804,Gabrielle Rose,Gran,6
12627,249164,139618,Jakob Davies,Teddy Hall,7
12628,249164,1369431,Ali Milner,Liz,8
12629,249164,1192492,Aisha Hinds,Nurse Ramirez,9
12630,829,514,Jack Nicholson,J.J. 'Jake' Gittes,0
12631,829,6450,Faye Dunaway,Evelyn Cross Mulwray,1
12632,829,6593,John Huston,Noah Cross,2
12633,829,12295,Perry Lopez,Lieutenant Lou Escobar,3
12634,829,4521,Burt Young,Curly,4
12635,829,12296,John Hillerman,Russ Yelburton,5
12636,829,12297,Darrell Zwerling,Hollis I. Mulwray,6
12637,829,3556,Roman Polanski,Man with Knife,7
12638,829,6587,Diane Ladd,Ida Sessions,8
12639,829,12299,Richard Bakalyan,Detective Loach,9
12640,10330,49265,Lindsay Lohan,Anna Coleman,0
12641,10330,8944,Jamie Lee Curtis,Tess Coleman,1
12642,10330,14833,Harold Gould,Grandpa,2
12643,10330,62747,Chad Michael Murray,Jake,3
12644,10330,19728,Mark Harmon,Ryan,4
12645,10330,537,Stephen Tobolowsky,Mr. Bates,5
12646,10330,61904,Christina Vidal Mitchell,Maddie,6
12647,10330,137169,Ryan Malgarini,Harry Coleman,7
12648,10330,159985,Haley Hudson,Peg,8
12649,10330,74073,Rosalind Chao,Pei-Pei,9
12650,2123,206,Jim Carrey,Off. Charlie Baileygates / Hank Evans,0
12651,2123,9137,Renée Zellweger,Irene P. Waters,1
12652,2123,18471,Anthony Anderson,Jamaal Baileygates,2
12653,2123,21802,Mongo Brownlee,Lee Harvey Baileygates,3
12654,2123,21804,Jerod Mixon,Shante Jr. Baileygates,4
12655,2123,2955,Chris Cooper,Lieutenant Gerke,5
12656,2123,2478985,Michael Bowman,Whitey,6
12657,2123,28633,Richard Jenkins,Agent Boshane,7
12658,2123,5694,Robert Forster,Colonel Partington,8
12659,2123,21800,Mike Cerrone,Officer Stubie,9
12660,22971,71070,Amanda Seyfried,Savannah Lynn Curtis,0
12661,22971,38673,Channing Tatum,John Tyree,1
12662,22971,28633,Richard Jenkins,Mr. Tyree,2
12663,22971,9976,Henry Thomas,Tim Wheddon,3
12664,22971,51976,D.J. Cotrona,Noodles,4
12665,22971,1215021,Cullen Moss,Rooster,5
12666,22971,2499695,Gavin McCulley,Starks,6
12667,22971,2499696,Jose Lucena Jr.,Berry,7
12668,22971,15564,Keith D. Robinson,Captain Stone,8
12669,22971,53368,Scott Porter,Randy,9
12670,19994,19537,Megan Fox,Jennifer,0
12671,19994,71070,Amanda Seyfried,Needy,1
12672,19994,27104,Johnny Simmons,Chip,2
12673,19994,11702,Adam Brody,Nikolai,3
12674,19994,1908774,Sal Cortez,Chas,4
12675,19994,1908773,Ryan Levine,Mick,5
12676,19994,85613,Juan Riedinger,Dirk,6
12677,19994,3236779,Colin Askey,Keyboardist,7
12678,19994,73457,Chris Pratt,Roman Duda,8
12679,19994,85614,Juno Rinaldi,Officer Warzak,9
12680,11778,380,Robert De Niro,Michael Vronsky,0
12681,11778,4690,Christopher Walken,"Nikanor ""Nick"" Chevotarevich",1
12682,11778,3096,John Cazale,Stan,2
12683,11778,47879,John Savage,Steven Pushkov,3
12684,11778,5064,Meryl Streep,Linda,4
12685,11778,10477,George Dzundza,John,5
12686,11778,80135,Rutanya Alda,Angela,6
12687,11778,133859,Pierre Segui,Julien,7
12688,11778,87007,Amy Wright,Bridesmaid,8
12689,11778,1222806,Richard Kuss,Linda's Father,9
12690,274479,72129,Jennifer Lawrence,Joy,0
12691,274479,380,Robert De Niro,Rudy,1
12692,274479,51329,Bradley Cooper,Neil Walker,2
12693,274479,25616,Edgar Ramírez,Tony,3
12694,274479,6587,Diane Ladd,Mimi,4
12695,274479,12519,Virginia Madsen,Terry,5
12696,274479,6588,Isabella Rossellini,Trudy,6
12697,274479,1026947,Dascha Polanco,Jackie,7
12698,274479,126932,Elisabeth Röhm,Peggy,8
12699,274479,194477,Susan Lucci,Danica,9
12700,10196,88816,Noah Ringer,Aang,0
12701,10196,76788,Dev Patel,Prince Zuko,1
12702,10196,61186,Nicola Peltz,Katara,2
12703,10196,84215,Jackson Rathbone,Sokka,3
12704,10196,17857,Shaun Toub,Uncle Iroh,4
12705,10196,20644,Aasif Mandvi,Commander Zhao,5
12706,10196,7248,Cliff Curtis,Fire Lord Ozai,6
12707,10196,559643,Seychelle Gabriel,Princess Yue,7
12708,10196,19729,Katharine Houghton,Katara's Grandma,8
12709,10196,162754,Francis Guinan,Master Pakku,9
12710,7453,7060,Martin Freeman,Arthur Dent,0
12711,7453,4239,Yasiin Bey,Ford Prefect,1
12712,7453,11664,Zooey Deschanel,Trillian,2
12713,7453,6807,Sam Rockwell,Zaphod Beeblebrox,3
12714,7453,4566,Alan Rickman,Marvin (voice),4
12715,7453,10731,Anna Chancellor,Questular Rontok,5
12716,7453,2440,Bill Nighy,Slartibartfast,6
12717,7453,10983,Richard Griffiths,Jeltz (voice),7
12718,7453,6949,John Malkovich,Humma Kavula,8
12719,7453,15735,Helen Mirren,Deep Thought (voice),9
12720,515195,1227717,Himesh Patel,Jack Malik,0
12721,515195,1016168,Lily James,Ellie Appleton,1
12722,515195,1252533,Sophia Di Martino,Carol,2
12723,515195,1727934,Ellise Chappell,Lucy,3
12724,515195,6975,Meera Syal,Sheila Malik,4
12725,515195,1628459,Harry Michell,Nick,5
12726,515195,43024,Vincent Franklin,Brian,6
12727,515195,54811,Joel Fry,Rocky,7
12728,515195,1959579,Michael Kiwanuka,Michael Kiwanuka,8
12729,515195,2334694,Karma Sood,Young Jack,9
12730,10229,16855,Mandy Moore,Jamie Sullivan,0
12731,10229,81295,Shane West,Landon Carter,1
12732,10229,9979,Peter Coyote,Reverend Sullivan,2
12733,10229,589,Daryl Hannah,Cynthia Carter,3
12734,10229,37014,Lauren German,Belinda,4
12735,10229,59671,Clayne Crawford,Dean,5
12736,10229,59882,Paz de la Huerta,Tracie,6
12737,10229,1230911,Matt Lutz,Clay Gephardt,7
12738,10229,1232540,Al Thompson,Eric,8
12739,10229,1223006,Jonathan Parks Jordan,Walker,9
12740,116149,17064,Ben Whishaw,Paddington (voice),0
12741,116149,19923,Hugh Bonneville,Henry Brown,1
12742,116149,39658,Sally Hawkins,Mary Brown,2
12743,116149,1304661,Madeleine Harris,Judy Brown,3
12744,116149,1304662,Samuel Joslin,Jonathan Brown,4
12745,116149,477,Julie Walters,Mrs. Bird,5
12746,116149,2227,Nicole Kidman,Millicent,6
12747,116149,11356,Imelda Staunton,Aunt Lucy (voice),7
12748,116149,12982,Peter Capaldi,Reginald Curry,8
12749,116149,5658,Michael Gambon,Uncle Pastuzo (voice),9
12750,346,7450,Toshirō Mifune,Kikuchiyo,0
12751,346,7453,Takashi Shimura,Kambei Shimada,1
12752,346,20828,Yoshio Inaba,Gorobei Katayama,2
12753,346,20829,Seiji Miyaguchi,Kyuzo,3
12754,346,7454,Minoru Chiaki,Heihachi Hayashida,4
12755,346,7457,Daisuke Katō,Shichiroji,5
12756,346,20830,Isao Kimura,Katsushiro Okamoto,6
12757,346,20831,Keiko Tsushima,Shino,7
12758,346,554250,Yukiko Shimazaki,Rikichi's Wife,8
12759,346,96552,Kamatari Fujiwara,Manzô - Father of Shino,9
12760,489999,68842,John Cho,David Kim,0
12761,489999,1993734,Michelle La,Margot,1
12762,489999,23959,Debra Messing,Detective Vick,2
12763,489999,2125528,Joseph Lee,Peter,3
12764,489999,1440699,Sara Sohn,Pamela Nam Kim,4
12765,489999,2175877,Briana McLean,Abigail,5
12766,489999,2175878,Erica Jenkins,Hannah,6
12767,489999,2175876,Connor McRaith,Isaac,7
12768,489999,161891,Dominic Hoffman,Michael Porter,8
12769,489999,77597,Ric Sarabia,Randy Cartoff,9
12770,376660,130640,Hailee Steinfeld,Nadine Franklin,0
12771,376660,57755,Woody Harrelson,Mr. Bruner,1
12772,376660,1286328,Haley Lu Richardson,Krista,2
12773,376660,1224115,Blake Jenner,Darian Franklin,3
12774,376660,26467,Kyra Sedgwick,Mona Franklin,4
12775,376660,1560379,Hayden Szeto,Erwin Kim,5
12776,376660,1077775,Alexander Calvert,Nick Mossman,6
12777,376660,2250,Eric Keenleyside,Tom Franklin,7
12778,376660,1498026,Nesta Cooper,Shannon,8
12779,376660,87934,Meredith Monroe,Greer,9
12780,376659,18973,Mila Kunis,Amy Mitchell,0
12781,376659,40462,Kristen Bell,Kiki,1
12782,376659,17696,Kathryn Hahn,Carla Dunkler,2
12783,376659,18979,Christina Applegate,Gwendolyn James,3
12784,376659,9575,Jada Pinkett Smith,Stacy,4
12785,376659,19487,Jay Hernandez,Jessie Harkness,5
12786,376659,54729,Clark Duke,Dale Kipler,6
12787,376659,174514,Annie Mumolo,Vicky,7
12788,376659,1259762,Emjay Anthony,Dylan Mitchell,8
12789,376659,1423519,Oona Laurence,Jane Mitchell,9
12790,929,4756,Matthew Broderick,Dr. Niko Tatopoulos,0
12791,929,1003,Jean Reno,Philippe Roaché,1
12792,929,3208,Maria Pitillo,Audrey Timmonds,2
12793,929,5587,Hank Azaria,Victor 'Animal' Palotti,3
12794,929,14721,Kevin Dunn,Colonel Hicks,4
12795,929,4250,Michael Lerner,Mayor Ebert,5
12796,929,6008,Harry Shearer,Charles Caiman,6
12797,929,14722,Arabella Field,Lucy Palotti,7
12798,929,14723,Vicki Lewis,Dr. Elsie Chapman,8
12799,929,14737,Doug Savant,Sergeant O'Neal,9
12800,703,3092,Diane Keaton,Annie Hall,0
12801,703,1243,Woody Allen,Alvy Singer,1
12802,703,10555,Tony Roberts,Rob,2
12803,703,10556,Carol Kane,Allison,3
12804,703,10557,Paul Simon,Tony Lacey,4
12805,703,10409,Shelley Duvall,Pam,5
12806,703,10558,Janet Margolin,Robin,6
12807,703,10559,Colleen Dewhurst,Mrs. Hall,7
12808,703,4690,Christopher Walken,Duane Hall,8
12809,703,10560,Donald Symington,Dad Hall,9
12810,82682,16851,Josh Brolin,John O'Mara,0
12811,82682,30614,Ryan Gosling,Sgt. Jerry Wooters,1
12812,82682,2228,Sean Penn,Mickey Cohen,2
12813,82682,1733,Nick Nolte,Bill Parker,3
12814,82682,54693,Emma Stone,Grace Faraday,4
12815,82682,53650,Anthony Mackie,Coleman Harris,5
12816,82682,1771,Giovanni Ribisi,Conway Keeler,6
12817,82682,418,Robert Patrick,Max Kennard,7
12818,82682,454,Michael Peña,Navidad Ramirez,8
12819,82682,175826,Mireille Enos,Connie O'Mara,9
12820,1948,976,Jason Statham,Chev,0
12821,1948,20189,Amy Smart,Eve,1
12822,1948,20191,Jose Pablo Cantillo,Verona,2
12823,1948,20190,Efren Ramirez,Kaylo,3
12824,1948,20309,Dwight Yoakam,Doc Miles,4
12825,1948,171136,Carlos Sanz,Carlito,5
12826,1948,117187,Reno Wilson,Orlando,6
12827,1948,39391,Edi Gathegi,Haitian Cabbie,7
12828,1948,77870,Glenn Howerton,Hospital Doctor,8
12829,1948,962169,Jay Xcala,Alex,9
12830,72570,53714,Rachel McAdams,Paige Collins,0
12831,72570,38673,Channing Tatum,Leo Collins,1
12832,72570,4783,Sam Neill,Bill Thornton,2
12833,72570,100,Scott Speedman,Jeremy,3
12834,72570,4431,Jessica Lange,Rita Thornton,4
12835,72570,61134,Tatiana Maslany,Lily,5
12836,72570,213315,Lucas Bryant,Kyle,6
12837,72570,88930,Kristina Pesic,Lizbet,7
12838,72570,1235237,Dillon Casey,Ryan,8
12839,72570,19957,Wendy Crewson,Dr. Fishman,9
12840,8920,1532,Bill Murray,Garfield (voice),0
12841,8920,33654,Breckin Meyer,Jon,1
12842,8920,33259,Jennifer Love Hewitt,Liz,2
12843,8920,537,Stephen Tobolowsky,Happy Chapman,3
12844,8920,169349,Evan Arnold,Wendell,4
12845,8920,33501,Mark Christopher Lawrence,Christopher Mello,5
12846,8920,78303,Jimmy Kimmel,Spanky (voice),6
12847,8920,23959,Debra Messing,Arlene (voice),7
12848,8920,36811,Nick Cannon,Louis (voice),8
12849,8920,10697,Alan Cumming,Persnikitty (voice),9
12850,505026,11181,Kenneth Branagh,Hercule Poirot,0
12851,505026,1364004,Tom Bateman,Bouc,1
12852,505026,516,Annette Bening,Euphemia Bouc,2
12853,505026,59919,Russell Brand,Windlesham,3
12854,505026,492791,Ali Fazal,Andrew Katchadourian,4
12855,505026,5539,Dawn French,Bowers,5
12856,505026,90633,Gal Gadot,Linnet Ridgeway,6
12857,505026,53807,Armie Hammer,Simon Doyle,7
12858,505026,1223793,Rose Leslie,Louise Bourget,8
12859,505026,2201315,Emma Mackey,Jacqueline de Bellefort,9
12860,1493,18277,Sandra Bullock,Gracie Hart,0
12861,1493,4589,Benjamin Bratt,Eric Matthews,1
12862,1493,26716,Heather Burns,Cheryl Frasier,2
12863,1493,3895,Michael Caine,Victor Melling,3
12864,1493,8874,Ernie Hudson,Harry McDonald,4
12865,1493,11850,Candice Bergen,Kathy Morningside,5
12866,1493,1748,William Shatner,Stan Fields,6
12867,1493,141484,John DiResta,Agent Clonsky,7
12868,1493,75696,Melissa De Sousa,Karen Krantz,8
12869,1493,131125,Steve Monroe,Frank Tobin,9
12870,522938,16483,Sylvester Stallone,John Rambo,0
12871,522938,3627,Paz Vega,Carmen,1
12872,522938,78994,Sergio Peris-Mencheta,Hugo Martínez,2
12873,522938,270,Adriana Barraza,María Beltrán,3
12874,522938,1442968,Yvette Monreal,Gabriela,4
12875,522938,76857,Joaquín Cosío,Don Manuel,5
12876,522938,1043824,Pascacio López,'El Flaco',6
12877,522938,59129,Óscar Jaenada,Víctor Martínez,7
12878,522938,1700678,Nicholas Wittman,Male Hiker,8
12879,522938,1522761,Jessica Madsen,Becky,9
12880,228161,5374,Jim Parsons,Oh (voice),0
12881,228161,131519,Rihanna,Gratuity 'Tip' Tucci (voice),1
12882,228161,67773,Steve Martin,Capitain Smek (voice),2
12883,228161,16866,Jennifer Lopez,Lucy Tucci (voice),3
12884,228161,191202,Matt Jones,Kyle (voice),4
12885,228161,146391,Brian Stepanek,Gorg Commander / Father / Boov (voice),5
12886,228161,1364660,April Lawrence,Boov Announcer (voice),6
12887,228161,1490591,Lisa Stewart,Boov (voice),7
12888,228161,1448984,Stephen Kearin,Boov (voice),8
