movie_id,genre_id
256591,10749
256591,35
256591,80
406997,10751
406997,18
598,18
598,80
58595,12
58595,14
58595,18
693134,878
693134,12
345940,28
345940,878
345940,27
2502,28
2502,18
2502,53
530385,27
530385,18
530385,9648
584,28
584,80
584,53
8363,35
545611,28
545611,12
545611,878
153,18
153,35
153,10749
57800,16
57800,35
57800,12
57800,10751
404368,28
404368,12
404368,16
404368,35
404368,10751
404368,878
121856,28
121856,12
121856,878
458723,27
458723,9648
458723,53
44115,12
44115,18
44115,53
487558,80
487558,35
487558,18
487558,36
603692,28
603692,53
603692,80
339964,12
339964,878
339964,28
257344,28
257344,35
257344,878
4232,80
4232,27
4232,9648
1091,27
1091,9648
1091,878
214756,35
214756,14
300669,27
300669,53
300669,80
408,14
408,16
408,10751
10192,35
10192,12
10192,14
10192,16
10192,10751
312221,18
20526,12
20526,28
20526,878
49444,16
49444,10751
49444,35
49444,28
11970,16
11970,10751
11970,14
11970,12
11970,35
11970,10749
395992,27
395992,878
395992,9648
163,53
163,80
4247,35
341174,18
341174,10749
7191,28
7191,53
7191,878
9693,878
9693,53
9693,28
331,12
331,53
331,878
773,35
773,18
96721,18
96721,28
619264,18
619264,878
619264,53
65,18
65,10402
13804,28
13804,80
13804,53
32657,12
32657,14
32657,10751
766507,53
766507,28
766507,878
587,12
587,14
587,18
384018,28
384018,12
384018,35
168672,18
168672,80
1824,35
1824,10749
59436,14
59436,35
59436,10749
1734,12
1734,28
1734,14
363676,18
363676,36
385128,28
385128,12
385128,80
223702,12
223702,16
223702,35
223702,14
310131,27
310131,18
310131,9648
310131,14
310131,53
14574,18
14574,10752
14574,36
75780,80
75780,18
75780,53
75780,28
9615,28
9615,80
9615,18
9615,53
44826,12
44826,18
44826,10751
621,10749
621,35
44912,12
44912,28
44912,878
956,12
956,28
956,53
282035,14
282035,53
282035,28
282035,12
282035,27
718930,28
718930,35
718930,53
7326,35
7326,18
7326,10749
324852,28
324852,16
324852,35
324852,10751
324852,12
65754,53
65754,80
65754,9648
8909,28
8909,53
8909,80
955,12
955,28
955,53
62213,35
62213,14
616,18
616,28
616,10752
18240,35
18240,10749
18240,18
9339,35
9339,18
9339,14
427641,28
427641,12
427641,878
142,18
142,10749
49519,16
49519,12
49519,10751
49519,35
505642,28
505642,12
505642,878
398978,80
398978,18
398978,36
376867,18
83542,18
83542,878
109424,28
109424,18
109424,53
7345,18
38055,16
38055,28
38055,35
38055,10751
38055,878
322,53
322,18
322,9648
322,80
1487,14
1487,28
295693,16
295693,35
295693,10751
520763,878
520763,53
520763,27
10527,12
10527,16
10527,35
10527,10751
454983,10749
454983,35
10201,35
10201,10749
492188,18
302946,80
302946,53
302946,18
508,35
508,10749
508,18
150689,10749
150689,14
150689,10751
150689,18
2668,14
2668,53
2668,9648
2668,27
37735,35
2649,18
2649,53
2649,9648
447404,28
447404,12
447404,14
49018,27
49018,53
158852,12
158852,10751
158852,9648
158852,878
37135,16
37135,10751
37135,12
257211,35
13448,53
13448,9648
11688,12
11688,16
11688,35
11688,10751
11688,14
296,28
296,53
296,878
18360,12
18360,14
18360,28
18360,35
18360,10751
527774,16
527774,28
527774,12
527774,14
527774,10751
68735,28
68735,12
68735,14
195589,35
296098,53
296098,18
3131,18
3131,36
3131,80
